"CHROM"	"BEG"	"END"
"Scate-un1275"	"1519986507"	"1519989419"
"Scate-un1276"	"1519989420"	"1519992327"
"Scate-un1277"	"1519992328"	"1519995232"
"Scate-un1278"	"1519995233"	"1519998119"
"Scate-un1279"	"1519998120"	"1520001000"
"Scate-un1280"	"1520001001"	"1520003879"
"Scate-un1281"	"1520003880"	"1520006754"
"Scate-un1282"	"1520006755"	"1520009625"
"Scate-un1283"	"1520009626"	"1520012495"
"Scate-un1284"	"1520012496"	"1520015355"
"Scate-un1286"	"1520015356"	"1520018214"
"Scate-un1285"	"1520018215"	"1520021073"
"Scate-un1287"	"1520021074"	"1520023931"
"Scate-un1288"	"1520023932"	"1520026787"
"Scate-un1289"	"1520026788"	"1520029641"
"Scate-un1290"	"1520029642"	"1520032490"
"Scate-un1291"	"1520032491"	"1520035338"
"Scate-un1293"	"1520035339"	"1520038185"
"Scate-un1292"	"1520038186"	"1520041032"
"Scate-un1294"	"1520041033"	"1520043878"
"Scate-un1295"	"1520043879"	"1520046715"
"Scate-un1296"	"1520046716"	"1520049542"
"Scate-un1297"	"1520049543"	"1520052362"
"Scate-un1298"	"1520052363"	"1520055176"
"Scate-un1299"	"1520055177"	"1520057975"
"Scate-un1300"	"1520057976"	"1520060773"
"Scate-un1301"	"1520060774"	"1520063569"
"Scate-un1302"	"1520063570"	"1520066361"
"Scate-un1303"	"1520066362"	"1520069148"
"Scate-un1304"	"1520069149"	"1520071934"
"Scate-un1306"	"1520071935"	"1520074711"
"Scate-un1305"	"1520074712"	"1520077488"
"Scate-un1307"	"1520077489"	"1520080259"
"Scate-un1308"	"1520080260"	"1520083029"
"Scate-un1309"	"1520083030"	"1520085797"
"Scate-un1310"	"1520085798"	"1520088559"
"Scate-un1311"	"1520088560"	"1520091318"
"Scate-un1312"	"1520091319"	"1520094076"
"Scate-un1313"	"1520094077"	"1520096833"
"Scate-un1314"	"1520096834"	"1520099588"
"Scate-un1315"	"1520099589"	"1520102342"
"Scate-un1316"	"1520102343"	"1520105093"
"Scate-un1317"	"1520105094"	"1520107842"
"Scate-un1318"	"1520107843"	"1520110587"
"Scate-un1319"	"1520110588"	"1520113329"
"Scate-un1320"	"1520113330"	"1520116065"
"Scate-un1321"	"1520116066"	"1520118794"
"Scate-un1322"	"1520118795"	"1520121522"
"Scate-un1323"	"1520121523"	"1520124242"
"Scate-un1324"	"1520124243"	"1520126956"
"Scate-un1326"	"1520126957"	"1520129668"
"Scate-un1325"	"1520129669"	"1520132380"
"Scate-un1327"	"1520132381"	"1520135086"
"Scate-un1328"	"1520135087"	"1520137791"
"Scate-un1329"	"1520137792"	"1520140495"
"Scate-un1330"	"1520140496"	"1520143198"
"Scate-un1331"	"1520143199"	"1520145898"
"Scate-un1332"	"1520145899"	"1520148596"
"Scate-un1334"	"1520148597"	"1520151292"
"Scate-un1333"	"1520151293"	"1520153988"
"Scate-un1335"	"1520153989"	"1520156681"
"Scate-un1336"	"1520156682"	"1520159369"
"Scate-un1337"	"1520159370"	"1520162055"
"Scate-un1338"	"1520162056"	"1520164738"
"Scate-un1339"	"1520164739"	"1520167414"
"Scate-un1340"	"1520167415"	"1520170088"
"Scate-un1341"	"1520170089"	"1520172761"
"Scate-un1342"	"1520172762"	"1520175430"
"Scate-un1343"	"1520175431"	"1520178097"
"Scate-un1344"	"1520178098"	"1520180749"
"Scate-un1345"	"1520180750"	"1520183396"
"Scate-un1346"	"1520183397"	"1520186042"
"Scate-un1347"	"1520186043"	"1520188687"
"Scate-un1349"	"1520188688"	"1520191328"
"Scate-un1348"	"1520191329"	"1520193969"
"Scate-un1350"	"1520193970"	"1520196609"
"Scate-un1351"	"1520196610"	"1520199241"
"Scate-un1352"	"1520199242"	"1520201871"
"Scate-un1353"	"1520201872"	"1520204498"
"Scate-un1354"	"1520204499"	"1520207121"
"Scate-un1355"	"1520207122"	"1520209737"
"Scate-un1356"	"1520209738"	"1520212351"
"Scate-un1357"	"1520212352"	"1520214959"
"Scate-un1358"	"1520214960"	"1520217566"
"Scate-un1359"	"1520217567"	"1520220172"
"Scate-un1360"	"1520220173"	"1520222771"
"Scate-un1361"	"1520222772"	"1520225366"
"Scate-un1362"	"1520225367"	"1520227959"
"Scate-un1363"	"1520227960"	"1520230547"
"Scate-un1364"	"1520230548"	"1520233134"
"Scate-un1365"	"1520233135"	"1520235713"
"Scate-un1366"	"1520235714"	"1520238284"
"Scate-un1368"	"1520238285"	"1520240846"
"Scate-un1367"	"1520240847"	"1520243408"
"Scate-un1369"	"1520243409"	"1520245966"
"Scate-un1371"	"1520245967"	"1520248518"
"Scate-un1370"	"1520248519"	"1520251070"
"Scate-un1372"	"1520251071"	"1520253613"
"Scate-un1373"	"1520253614"	"1520256155"
"Scate-un1374"	"1520256156"	"1520258695"
"Scate-un1375"	"1520258696"	"1520261232"
"Scate-un1376"	"1520261233"	"1520263767"
"Scate-un1378"	"1520263768"	"1520266295"
"Scate-un1377"	"1520266296"	"1520268823"
"Scate-un1379"	"1520268824"	"1520271350"
"Scate-un1381"	"1520271351"	"1520273870"
"Scate-un1380"	"1520273871"	"1520276390"
"Scate-un1382"	"1520276391"	"1520278909"
"Scate-un1383"	"1520278910"	"1520281425"
"Scate-un1384"	"1520281426"	"1520283931"
"Scate-un1385"	"1520283932"	"1520286431"
"Scate-un1386"	"1520286432"	"1520288927"
"Scate-un1387"	"1520288928"	"1520291414"
"Scate-un1388"	"1520291415"	"1520293890"
"Scate-un1389"	"1520293891"	"1520296363"
"Scate-un1390"	"1520296364"	"1520298835"
"Scate-un1391"	"1520298836"	"1520301303"
"Scate-un1392"	"1520301304"	"1520303764"
"Scate-un1393"	"1520303765"	"1520306222"
"Scate-un1394"	"1520306223"	"1520308678"
"Scate-un1395"	"1520308679"	"1520311130"
"Scate-un1396"	"1520311131"	"1520313578"
"Scate-un1397"	"1520313579"	"1520316017"
"Scate-un1398"	"1520316018"	"1520318450"
"Scate-un1400"	"1520318451"	"1520320881"
"Scate-un1399"	"1520320882"	"1520323312"
"Scate-un1401"	"1520323313"	"1520325742"
"Scate-un1402"	"1520325743"	"1520328162"
"Scate-un1403"	"1520328163"	"1520330578"
"Scate-un1404"	"1520330579"	"1520332992"
"Scate-un1405"	"1520332993"	"1520335392"
"Scate-un1406"	"1520335393"	"1520337785"
"Scate-un1407"	"1520337786"	"1520340175"
"Scate-un1408"	"1520340176"	"1520342544"
"Scate-un1409"	"1520342545"	"1520344898"
"Scate-un1410"	"1520344899"	"1520347235"
"Scate-un1412"	"1520347236"	"1520349561"
"Scate-un1411"	"1520349562"	"1520351887"
"Scate-un1413"	"1520351888"	"1520354212"
"Scate-un1414"	"1520354213"	"1520356527"
"Scate-un1415"	"1520356528"	"1520358830"
"Scate-un1416"	"1520358831"	"1520361130"
"Scate-un1417"	"1520361131"	"1520363424"
"Scate-un1418"	"1520363425"	"1520365716"
"Scate-un1419"	"1520365717"	"1520367992"
"Scate-un1420"	"1520367993"	"1520370266"
"Scate-un1421"	"1520370267"	"1520372532"
"Scate-un1423"	"1520372533"	"1520374794"
"Scate-un1422"	"1520374795"	"1520377056"
"Scate-un1425"	"1520377057"	"1520379317"
"Scate-un1424"	"1520379318"	"1520381578"
"Scate-un1426"	"1520381579"	"1520383825"
"Scate-un1427"	"1520383826"	"1520386070"
"Scate-un1428"	"1520386071"	"1520388307"
"Scate-un1429"	"1520388308"	"1520390536"
"Scate-un1430"	"1520390537"	"1520392762"
"Scate-un1431"	"1520392763"	"1520394979"
"Scate-un1432"	"1520394980"	"1520397191"
"Scate-un1433"	"1520397192"	"1520399402"
"Scate-un1434"	"1520399403"	"1520401596"
"Scate-un1435"	"1520401597"	"1520403786"
"Scate-un1436"	"1520403787"	"1520405972"
"Scate-un1437"	"1520405973"	"1520408155"
"Scate-un1438"	"1520408156"	"1520410336"
"Scate-un1439"	"1520410337"	"1520412516"
"Scate-un1440"	"1520412517"	"1520414683"
"Scate-un1441"	"1520414684"	"1520416848"
"Scate-un1443"	"1520416849"	"1520419005"
"Scate-un1442"	"1520419006"	"1520421162"
"Scate-un1444"	"1520421163"	"1520423309"
"Scate-un1446"	"1520423310"	"1520425452"
"Scate-un1445"	"1520425453"	"1520427595"
"Scate-un1447"	"1520427596"	"1520429737"
"Scate-un1448"	"1520429738"	"1520431878"
"Scate-un1449"	"1520431879"	"1520434015"
"Scate-un1451"	"1520434016"	"1520436149"
"Scate-un1450"	"1520436150"	"1520438283"
"Scate-un1452"	"1520438284"	"1520440413"
"Scate-un1453"	"1520440414"	"1520442541"
"Scate-un1455"	"1520442542"	"1520444666"
"Scate-un1454"	"1520444667"	"1520446791"
"Scate-un1456"	"1520446792"	"1520448913"
"Scate-un1457"	"1520448914"	"1520451033"
"Scate-un1458"	"1520451034"	"1520453145"
"Scate-un1459"	"1520453146"	"1520455255"
"Scate-un1460"	"1520455256"	"1520457363"
"Scate-un1461"	"1520457364"	"1520459468"
"Scate-un1462"	"1520459469"	"1520461568"
"Scate-un1463"	"1520461569"	"1520463661"
"Scate-un1464"	"1520463662"	"1520465753"
"Scate-un1465"	"1520465754"	"1520467844"
"Scate-un1467"	"1520467845"	"1520469931"
"Scate-un1466"	"1520469932"	"1520472018"
"Scate-un1468"	"1520472019"	"1520474104"
"Scate-un1469"	"1520474105"	"1520476185"
"Scate-un1470"	"1520476186"	"1520478261"
"Scate-un1472"	"1520478262"	"1520480327"
"Scate-un1471"	"1520480328"	"1520482393"
"Scate-un1473"	"1520482394"	"1520484458"
"Scate-un1474"	"1520484459"	"1520486514"
"Scate-un1475"	"1520486515"	"1520488564"
"Scate-un1476"	"1520488565"	"1520490612"
"Scate-un1477"	"1520490613"	"1520492656"
"Scate-un1478"	"1520492657"	"1520494696"
"Scate-un1480"	"1520494697"	"1520496735"
"Scate-un1479"	"1520496736"	"1520498774"
"Scate-un1481"	"1520498775"	"1520500812"
"Scate-un1482"	"1520500813"	"1520502849"
"Scate-un1483"	"1520502850"	"1520504885"
"Scate-un1484"	"1520504886"	"1520506915"
"Scate-un1485"	"1520506916"	"1520508940"
"Scate-un1486"	"1520508941"	"1520510962"
"Scate-un1487"	"1520510963"	"1520512981"
"Scate-un1488"	"1520512982"	"1520514996"
"Scate-un1489"	"1520514997"	"1520517004"
"Scate-un1490"	"1520517005"	"1520518997"
"Scate-un1491"	"1520518998"	"1520520989"
"Scate-un1492"	"1520520990"	"1520522969"
"Scate-un1493"	"1520522970"	"1520524948"
"Scate-un1494"	"1520524949"	"1520526923"
"Scate-un1495"	"1520526924"	"1520528894"
"Scate-un1498"	"1520528895"	"1520530864"
"Scate-un1497"	"1520530865"	"1520532834"
"Scate-un1496"	"1520532835"	"1520534804"
"Scate-un1500"	"1520534805"	"1520536770"
"Scate-un1499"	"1520536771"	"1520538736"
"Scate-un1501"	"1520538737"	"1520540686"
"Scate-un1502"	"1520540687"	"1520542629"
"Scate-un1503"	"1520542630"	"1520544562"
"Scate-un1504"	"1520544563"	"1520546492"
"Scate-un1505"	"1520546493"	"1520548421"
"Scate-un1506"	"1520548422"	"1520550344"
"Scate-un1507"	"1520550345"	"1520552264"
"Scate-un1508"	"1520552265"	"1520554181"
"Scate-un1509"	"1520554182"	"1520556089"
"Scate-un1511"	"1520556090"	"1520557994"
"Scate-un1510"	"1520557995"	"1520559899"
"Scate-un1512"	"1520559900"	"1520561803"
"Scate-un1513"	"1520561804"	"1520563701"
"Scate-un1514"	"1520563702"	"1520565598"
"Scate-un1516"	"1520565599"	"1520567491"
"Scate-un1515"	"1520567492"	"1520569384"
"Scate-un1517"	"1520569385"	"1520571276"
"Scate-un1518"	"1520571277"	"1520573166"
"Scate-un1519"	"1520573167"	"1520575055"
"Scate-un1520"	"1520575056"	"1520576943"
"Scate-un1521"	"1520576944"	"1520578830"
"Scate-un1522"	"1520578831"	"1520580713"
"Scate-un1523"	"1520580714"	"1520582594"
"Scate-un1524"	"1520582595"	"1520584450"
"Scate-un1525"	"1520584451"	"1520586302"
"Scate-un1526"	"1520586303"	"1520588149"
"Scate-un1527"	"1520588150"	"1520589995"
"Scate-un1528"	"1520589996"	"1520591838"
"Scate-un1529"	"1520591839"	"1520593675"
"Scate-un1530"	"1520593676"	"1520595509"
"Scate-un1532"	"1520595510"	"1520597341"
"Scate-un1531"	"1520597342"	"1520599173"
"Scate-un1533"	"1520599174"	"1520600985"
"Scate-un1534"	"1520600986"	"1520602793"
"Scate-un1535"	"1520602794"	"1520604597"
"Scate-un1536"	"1520604598"	"1520606392"
"Scate-un1537"	"1520606393"	"1520608183"
"Scate-un1538"	"1520608184"	"1520609971"
"Scate-un1539"	"1520609972"	"1520611749"
"Scate-un1540"	"1520611750"	"1520613522"
"Scate-un1541"	"1520613523"	"1520615294"
"Scate-un1542"	"1520615295"	"1520617064"
"Scate-un1543"	"1520617065"	"1520618831"
"Scate-un1544"	"1520618832"	"1520620593"
"Scate-un1545"	"1520620594"	"1520622350"
"Scate-un1546"	"1520622351"	"1520624105"
"Scate-un1547"	"1520624106"	"1520625847"
"Scate-un1549"	"1520625848"	"1520627574"
"Scate-un1548"	"1520627575"	"1520629301"
"Scate-un1550"	"1520629302"	"1520631024"
"Scate-un1551"	"1520631025"	"1520632746"
"Scate-un1552"	"1520632747"	"1520634465"
"Scate-un1554"	"1520634466"	"1520636176"
"Scate-un1553"	"1520636177"	"1520637887"
"Scate-un1555"	"1520637888"	"1520639595"
"Scate-un1556"	"1520639596"	"1520641294"
"Scate-un1557"	"1520641295"	"1520642990"
"Scate-un1558"	"1520642991"	"1520644682"
"Scate-un1560"	"1520644683"	"1520646371"
"Scate-un1559"	"1520646372"	"1520648060"
"Scate-un1561"	"1520648061"	"1520649746"
"Scate-un1562"	"1520649747"	"1520651430"
"Scate-un1563"	"1520651431"	"1520653108"
"Scate-un1564"	"1520653109"	"1520654783"
"Scate-un1565"	"1520654784"	"1520656455"
"Scate-un1566"	"1520656456"	"1520658124"
"Scate-un1567"	"1520658125"	"1520659789"
"Scate-un1568"	"1520659790"	"1520661447"
"Scate-un1569"	"1520661448"	"1520663098"
"Scate-un1570"	"1520663099"	"1520664746"
"Scate-un1571"	"1520664747"	"1520666390"
"Scate-un1572"	"1520666391"	"1520668025"
"Scate-un1573"	"1520668026"	"1520669657"
"Scate-un1574"	"1520669658"	"1520671285"
"Scate-un1576"	"1520671286"	"1520672904"
"Scate-un1575"	"1520672905"	"1520674523"
"Scate-un1577"	"1520674524"	"1520676140"
"Scate-un1578"	"1520676141"	"1520677752"
"Scate-un1579"	"1520677753"	"1520679362"
"Scate-un1580"	"1520679363"	"1520680957"
"Scate-un1581"	"1520680958"	"1520682542"
"Scate-un1582"	"1520682543"	"1520684125"
"Scate-un1583"	"1520684126"	"1520685705"
"Scate-un1584"	"1520685706"	"1520687271"
"Scate-un1585"	"1520687272"	"1520688833"
"Scate-un1586"	"1520688834"	"1520690390"
"Scate-un1587"	"1520690391"	"1520691943"
"Scate-un1588"	"1520691944"	"1520693492"
"Scate-un1589"	"1520693493"	"1520695025"
"Scate-un1590"	"1520695026"	"1520696555"
"Scate-un1591"	"1520696556"	"1520698076"
"Scate-un1592"	"1520698077"	"1520699596"
"Scate-un1593"	"1520699597"	"1520701115"
"Scate-un1594"	"1520701116"	"1520702632"
"Scate-un1595"	"1520702633"	"1520704142"
"Scate-un1596"	"1520704143"	"1520705646"
"Scate-un1597"	"1520705647"	"1520707147"
"Scate-un1598"	"1520707148"	"1520708646"
"Scate-un1599"	"1520708647"	"1520710142"
"Scate-un1600"	"1520710143"	"1520711635"
"Scate-un1601"	"1520711636"	"1520713127"
"Scate-un1602"	"1520713128"	"1520714617"
"Scate-un1603"	"1520714618"	"1520716106"
"Scate-un1604"	"1520716107"	"1520717591"
"Scate-un1605"	"1520717592"	"1520719074"
"Scate-un1606"	"1520719075"	"1520720548"
"Scate-un1607"	"1520720549"	"1520722014"
"Scate-un1608"	"1520722015"	"1520723470"
"Scate-un1609"	"1520723471"	"1520724920"
"Scate-un1610"	"1520724921"	"1520726368"
"Scate-un1611"	"1520726369"	"1520727812"
"Scate-un1612"	"1520727813"	"1520729251"
"Scate-un1613"	"1520729252"	"1520730687"
"Scate-un1614"	"1520730688"	"1520732110"
"Scate-un1615"	"1520732111"	"1520733530"
"Scate-un1616"	"1520733531"	"1520734949"
"Scate-un1618"	"1520734950"	"1520736357"
"Scate-un1617"	"1520736358"	"1520737765"
"Scate-un1619"	"1520737766"	"1520739172"
"Scate-un1620"	"1520739173"	"1520740578"
"Scate-un1621"	"1520740579"	"1520741981"
"Scate-un1622"	"1520741982"	"1520743373"
"Scate-un1623"	"1520743374"	"1520744729"
"Scate-un1624"	"1520744730"	"1520746075"
"Scate-un1625"	"1520746076"	"1520747420"
"Scate-un1626"	"1520747421"	"1520748763"
"Scate-un1627"	"1520748764"	"1520750105"
"Scate-un1628"	"1520750106"	"1520751442"
"Scate-un1629"	"1520751443"	"1520752778"
"Scate-un1630"	"1520752779"	"1520754112"
"Scate-un1631"	"1520754113"	"1520755435"
"Scate-un1632"	"1520755436"	"1520756743"
"Scate-un1633"	"1520756744"	"1520758050"
"Scate-un1634"	"1520758051"	"1520759356"
"Scate-un1635"	"1520759357"	"1520760660"
"Scate-un1637"	"1520760661"	"1520761957"
"Scate-un1636"	"1520761958"	"1520763254"
"Scate-un1638"	"1520763255"	"1520764550"
"Scate-un1639"	"1520764551"	"1520765844"
"Scate-un1640"	"1520765845"	"1520767137"
"Scate-un1642"	"1520767138"	"1520768424"
"Scate-un1641"	"1520768425"	"1520769711"
"Scate-un1644"	"1520769712"	"1520770992"
"Scate-un1643"	"1520770993"	"1520772273"
"Scate-un1645"	"1520772274"	"1520773551"
"Scate-un1647"	"1520773552"	"1520774822"
"Scate-un1646"	"1520774823"	"1520776093"
"Scate-un1648"	"1520776094"	"1520777361"
"Scate-un1651"	"1520777362"	"1520778626"
"Scate-un1650"	"1520778627"	"1520779891"
"Scate-un1649"	"1520779892"	"1520781156"
"Scate-un1652"	"1520781157"	"1520782419"
"Scate-un1653"	"1520782420"	"1520783676"
"Scate-un1654"	"1520783677"	"1520784924"
"Scate-un1655"	"1520784925"	"1520786168"
"Scate-un1656"	"1520786169"	"1520787410"
"Scate-un1657"	"1520787411"	"1520788636"
"Scate-un1658"	"1520788637"	"1520789857"
"Scate-un1659"	"1520789858"	"1520791077"
"Scate-un1661"	"1520791078"	"1520792294"
"Scate-un1660"	"1520792295"	"1520793511"
"Scate-un1662"	"1520793512"	"1520794726"
"Scate-un1663"	"1520794727"	"1520795937"
"Scate-un1664"	"1520795938"	"1520797145"
"Scate-un1665"	"1520797146"	"1520798351"
"Scate-un1667"	"1520798352"	"1520799548"
"Scate-un1666"	"1520799549"	"1520800745"
"Scate-un1668"	"1520800746"	"1520801933"
"Scate-un1669"	"1520801934"	"1520803119"
"Scate-un1670"	"1520803120"	"1520804304"
"Scate-un1671"	"1520804305"	"1520805477"
"Scate-un1672"	"1520805478"	"1520806649"
"Scate-un1673"	"1520806650"	"1520807816"
"Scate-un1674"	"1520807817"	"1520808982"
"Scate-un1675"	"1520808983"	"1520810146"
"Scate-un1676"	"1520810147"	"1520811302"
"Scate-un1677"	"1520811303"	"1520812455"
"Scate-un1678"	"1520812456"	"1520813605"
"Scate-un1679"	"1520813606"	"1520814754"
"Scate-un1680"	"1520814755"	"1520815902"
"Scate-un1681"	"1520815903"	"1520817043"
"Scate-un1682"	"1520817044"	"1520818175"
"Scate-un1684"	"1520818176"	"1520819306"
"Scate-un1683"	"1520819307"	"1520820437"
"Scate-un1685"	"1520820438"	"1520821567"
"Scate-un1687"	"1520821568"	"1520822696"
"Scate-un1686"	"1520822697"	"1520823825"
"Scate-un1688"	"1520823826"	"1520824953"
"Scate-un1689"	"1520824954"	"1520826072"
"Scate-un1690"	"1520826073"	"1520827189"
"Scate-un1691"	"1520827190"	"1520828305"
"Scate-un1692"	"1520828306"	"1520829404"
"Scate-un1694"	"1520829405"	"1520830499"
"Scate-un1693"	"1520830500"	"1520831594"
"Scate-un1695"	"1520831595"	"1520832676"
"Scate-un1697"	"1520832677"	"1520833752"
"Scate-un1696"	"1520833753"	"1520834828"
"Scate-un1698"	"1520834829"	"1520835901"
"Scate-un1699"	"1520835902"	"1520836970"
"Scate-un1700"	"1520836971"	"1520838038"
"Scate-un1702"	"1520838039"	"1520839101"
"Scate-un1701"	"1520839102"	"1520840164"
"Scate-un1703"	"1520840165"	"1520841226"
"Scate-un1704"	"1520841227"	"1520842282"
"Scate-un1705"	"1520842283"	"1520843332"
"Scate-un1706"	"1520843333"	"1520844381"
"Scate-un1707"	"1520844382"	"1520845428"
"Scate-un1708"	"1520845429"	"1520846472"
"Scate-un1709"	"1520846473"	"1520847513"
"Scate-un1710"	"1520847514"	"1520848551"
"Scate-un1711"	"1520848552"	"1520849583"
"Scate-un1712"	"1520849584"	"1520850614"
"Scate-un1713"	"1520850615"	"1520851635"
"Scate-un1714"	"1520851636"	"1520852649"
"Scate-un1716"	"1520852650"	"1520853661"
"Scate-un1715"	"1520853662"	"1520854673"
"Scate-un1718"	"1520854674"	"1520855679"
"Scate-un1717"	"1520855680"	"1520856685"
"Scate-un1719"	"1520856686"	"1520857687"
"Scate-un1720"	"1520857688"	"1520858676"
"Scate-un1721"	"1520858677"	"1520859660"
"Scate-un1722"	"1520859661"	"1520860642"
"Scate-un1723"	"1520860643"	"1520861623"
"Scate-un1724"	"1520861624"	"1520862603"
"Scate-un1726"	"1520862604"	"1520863580"
"Scate-un1725"	"1520863581"	"1520864557"
"Scate-un1727"	"1520864558"	"1520865528"
"Scate-un1728"	"1520865529"	"1520866488"
"Scate-un1729"	"1520866489"	"1520867427"
"Scate-un1730"	"1520867428"	"1520868365"
"Scate-un1731"	"1520868366"	"1520869292"
"Scate-un1732"	"1520869293"	"1520870217"
"Scate-un1734"	"1520870218"	"1520871138"
"Scate-un1733"	"1520871139"	"1520872059"
"Scate-un1735"	"1520872060"	"1520872976"
"Scate-un1736"	"1520872977"	"1520873891"
"Scate-un1737"	"1520873892"	"1520874803"
"Scate-un1738"	"1520874804"	"1520875713"
"Scate-un1739"	"1520875714"	"1520876615"
"Scate-un1740"	"1520876616"	"1520877511"
"Scate-un1741"	"1520877512"	"1520878405"
"Scate-un1742"	"1520878406"	"1520879298"
"Scate-un1743"	"1520879299"	"1520880190"
"Scate-un1744"	"1520880191"	"1520881077"
"Scate-un1745"	"1520881078"	"1520881963"
"Scate-un1746"	"1520881964"	"1520882848"
"Scate-un1747"	"1520882849"	"1520883730"
"Scate-un1748"	"1520883731"	"1520884611"
"Scate-un1749"	"1520884612"	"1520885490"
"Scate-un1750"	"1520885491"	"1520886366"
"Scate-un1751"	"1520886367"	"1520887239"
"Scate-un1752"	"1520887240"	"1520888105"
"Scate-un1754"	"1520888106"	"1520888964"
"Scate-un1753"	"1520888965"	"1520889823"
"Scate-un1756"	"1520889824"	"1520890678"
"Scate-un1755"	"1520890679"	"1520891533"
"Scate-un1757"	"1520891534"	"1520892386"
"Scate-un1758"	"1520892387"	"1520893237"
"Scate-un1759"	"1520893238"	"1520894087"
"Scate-un1761"	"1520894088"	"1520894932"
"Scate-un1760"	"1520894933"	"1520895777"
"Scate-un1762"	"1520895778"	"1520896620"
"Scate-un1763"	"1520896621"	"1520897460"
"Scate-un1764"	"1520897461"	"1520898299"
"Scate-un1765"	"1520898300"	"1520899135"
"Scate-un1766"	"1520899136"	"1520899970"
"Scate-un1767"	"1520899971"	"1520900799"
"Scate-un1768"	"1520900800"	"1520901627"
"Scate-un1769"	"1520901628"	"1520902452"
"Scate-un1770"	"1520902453"	"1520903267"
"Scate-un1771"	"1520903268"	"1520904068"
"Scate-un1772"	"1520904069"	"1520904868"
"Scate-un1773"	"1520904869"	"1520905665"
"Scate-un1774"	"1520905666"	"1520906459"
"Scate-un1775"	"1520906460"	"1520907252"
"Scate-un1776"	"1520907253"	"1520908041"
"Scate-un1777"	"1520908042"	"1520908825"
"Scate-un1778"	"1520908826"	"1520909608"
"Scate-un1779"	"1520909609"	"1520910384"
"Scate-un1780"	"1520910385"	"1520911159"
"Scate-un1782"	"1520911160"	"1520911932"
"Scate-un1781"	"1520911933"	"1520912705"
"Scate-un1783"	"1520912706"	"1520913470"
"Scate-un1784"	"1520913471"	"1520914234"
"Scate-un1785"	"1520914235"	"1520914997"
"Scate-un1787"	"1520914998"	"1520915752"
"Scate-un1786"	"1520915753"	"1520916507"
"Scate-un1788"	"1520916508"	"1520917261"
"Scate-un1789"	"1520917262"	"1520918011"
"Scate-un1790"	"1520918012"	"1520918758"
"Scate-un1792"	"1520918759"	"1520919503"
"Scate-un1791"	"1520919504"	"1520920248"
"Scate-un1793"	"1520920249"	"1520920990"
"Scate-un1794"	"1520920991"	"1520921728"
"Scate-un1797"	"1520921729"	"1520922464"
"Scate-un1796"	"1520922465"	"1520923200"
"Scate-un1795"	"1520923201"	"1520923936"
"Scate-un1798"	"1520923937"	"1520924668"
"Scate-un1799"	"1520924669"	"1520925399"
"Scate-un1800"	"1520925400"	"1520926129"
"Scate-un1801"	"1520926130"	"1520926850"
"Scate-un1803"	"1520926851"	"1520927570"
"Scate-un1802"	"1520927571"	"1520928290"
"Scate-un1804"	"1520928291"	"1520929009"
"Scate-un1805"	"1520929010"	"1520929723"
"Scate-un1807"	"1520929724"	"1520930436"
"Scate-un1806"	"1520930437"	"1520931149"
"Scate-un1810"	"1520931150"	"1520931855"
"Scate-un1809"	"1520931856"	"1520932561"
"Scate-un1808"	"1520932562"	"1520933267"
"Scate-un1811"	"1520933268"	"1520933972"
"Scate-un1812"	"1520933973"	"1520934674"
"Scate-un1813"	"1520934675"	"1520935370"
"Scate-un1814"	"1520935371"	"1520936063"
"Scate-un1815"	"1520936064"	"1520936753"
"Scate-un1816"	"1520936754"	"1520937433"
"Scate-un1817"	"1520937434"	"1520938112"
"Scate-un1818"	"1520938113"	"1520938786"
"Scate-un1822"	"1520938787"	"1520939458"
"Scate-un1821"	"1520939459"	"1520940130"
"Scate-un1820"	"1520940131"	"1520940802"
"Scate-un1819"	"1520940803"	"1520941474"
"Scate-un1824"	"1520941475"	"1520942145"
"Scate-un1823"	"1520942146"	"1520942816"
"Scate-un1825"	"1520942817"	"1520943486"
"Scate-un1826"	"1520943487"	"1520944154"
"Scate-un1827"	"1520944155"	"1520944821"
"Scate-un1828"	"1520944822"	"1520945487"
"Scate-un1829"	"1520945488"	"1520946151"
"Scate-un1830"	"1520946152"	"1520946814"
"Scate-un1831"	"1520946815"	"1520947475"
"Scate-un1833"	"1520947476"	"1520948134"
"Scate-un1832"	"1520948135"	"1520948793"
"Scate-un1834"	"1520948794"	"1520949450"
"Scate-un1835"	"1520949451"	"1520950105"
"Scate-un1836"	"1520950106"	"1520950756"
"Scate-un1837"	"1520950757"	"1520951406"
"Scate-un1838"	"1520951407"	"1520952054"
"Scate-un1839"	"1520952055"	"1520952700"
"Scate-un1840"	"1520952701"	"1520953342"
"Scate-un1842"	"1520953343"	"1520953983"
"Scate-un1841"	"1520953984"	"1520954624"
"Scate-un1843"	"1520954625"	"1520955262"
"Scate-un1844"	"1520955263"	"1520955899"
"Scate-un1845"	"1520955900"	"1520956535"
"Scate-un1846"	"1520956536"	"1520957170"
"Scate-un1847"	"1520957171"	"1520957803"
"Scate-un1848"	"1520957804"	"1520958435"
"Scate-un1850"	"1520958436"	"1520959064"
"Scate-un1849"	"1520959065"	"1520959693"
"Scate-un1851"	"1520959694"	"1520960321"
"Scate-un1852"	"1520960322"	"1520960943"
"Scate-un1853"	"1520960944"	"1520961561"
"Scate-un1854"	"1520961562"	"1520962177"
"Scate-un1855"	"1520962178"	"1520962790"
"Scate-un1857"	"1520962791"	"1520963402"
